Indicator,SeriesID,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Total,Time_Detail,Source,FootNote,Nature,Units,Reporting Type,SeriesCode,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),218,Ecuador,2013,1.9,2013,Ministry of Tourism,"Revised value. Serie 2008-2016  Source: Tourism Satellite Account - Ministry of Tourism
Serie 2017-2020  Source: Ministry of Tourism (estimate data)
Serie 2017-2020: Estimation methology. On the basis of published data in the System of National Account, the economic industries linked to the sector are selected for each year (constant value). From GVA industry is identified the tourism proportion obtained in the TSA exercise. For each year, the tourism GVA by industry is obtained using the proportion obtained in the 2016 TSA. GVA by tourism industries is added to obtain the Tourism  Direct GVA, for each year. For Tourism Direct GDP, the estimates values of additional components are added, using the structure obtained in the 2016 TSA exercise",C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),218,Ecuador,2014,2.0,2014,Ministry of Tourism,"Revised value. Serie 2008-2016  Source: Tourism Satellite Account - Ministry of Tourism
Serie 2017-2020  Source: Ministry of Tourism (estimate data)
Serie 2017-2020: Estimation methology. On the basis of published data in the System of National Account, the economic industries linked to the sector are selected for each year (constant value). From GVA industry is identified the tourism proportion obtained in the TSA exercise. For each year, the tourism GVA by industry is obtained using the proportion obtained in the 2016 TSA. GVA by tourism industries is added to obtain the Tourism  Direct GVA, for each year. For Tourism Direct GDP, the estimates values of additional components are added, using the structure obtained in the 2016 TSA exercise",C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),218,Ecuador,2015,1.9,2015,Ministry of Tourism,"Revised value. Serie 2008-2016  Source: Tourism Satellite Account - Ministry of Tourism
Serie 2017-2020  Source: Ministry of Tourism (estimate data)
Serie 2017-2020: Estimation methology. On the basis of published data in the System of National Account, the economic industries linked to the sector are selected for each year (constant value). From GVA industry is identified the tourism proportion obtained in the TSA exercise. For each year, the tourism GVA by industry is obtained using the proportion obtained in the 2016 TSA. GVA by tourism industries is added to obtain the Tourism  Direct GVA, for each year. For Tourism Direct GDP, the estimates values of additional components are added, using the structure obtained in the 2016 TSA exercise",C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),218,Ecuador,2016,1.9,2016,Ministry of Tourism,"Revised value. Serie 2008-2016  Source: Tourism Satellite Account - Ministry of Tourism
Serie 2017-2020  Source: Ministry of Tourism (estimate data)
Serie 2017-2020: Estimation methology. On the basis of published data in the System of National Account, the economic industries linked to the sector are selected for each year (constant value). From GVA industry is identified the tourism proportion obtained in the TSA exercise. For each year, the tourism GVA by industry is obtained using the proportion obtained in the 2016 TSA. GVA by tourism industries is added to obtain the Tourism  Direct GVA, for each year. For Tourism Direct GDP, the estimates values of additional components are added, using the structure obtained in the 2016 TSA exercise",C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),218,Ecuador,2017,2.1,2017,Ministry of Tourism,"Revised value. Serie 2008-2016  Source: Tourism Satellite Account - Ministry of Tourism
Serie 2017-2020  Source: Ministry of Tourism (estimate data)
Serie 2017-2020: Estimation methology. On the basis of published data in the System of National Account, the economic industries linked to the sector are selected for each year (constant value). From GVA industry is identified the tourism proportion obtained in the TSA exercise. For each year, the tourism GVA by industry is obtained using the proportion obtained in the 2016 TSA. GVA by tourism industries is added to obtain the Tourism  Direct GVA, for each year. For Tourism Direct GDP, the estimates values of additional components are added, using the structure obtained in the 2016 TSA exercise",C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),218,Ecuador,2018,1.9,2018,Ministry of Tourism,"Revised value. Serie 2008-2016  Source: Tourism Satellite Account - Ministry of Tourism
Serie 2017-2020  Source: Ministry of Tourism (estimate data)
Serie 2017-2020: Estimation methology. On the basis of published data in the System of National Account, the economic industries linked to the sector are selected for each year (constant value). From GVA industry is identified the tourism proportion obtained in the TSA exercise. For each year, the tourism GVA by industry is obtained using the proportion obtained in the 2016 TSA. GVA by tourism industries is added to obtain the Tourism  Direct GVA, for each year. For Tourism Direct GDP, the estimates values of additional components are added, using the structure obtained in the 2016 TSA exercise",C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),218,Ecuador,2019,2.3,2019,Ministry of Tourism,"Revised value. Serie 2008-2016  Source: Tourism Satellite Account - Ministry of Tourism
Serie 2017-2020  Source: Ministry of Tourism (estimate data)
Serie 2017-2020: Estimation methology. On the basis of published data in the System of National Account, the economic industries linked to the sector are selected for each year (constant value). From GVA industry is identified the tourism proportion obtained in the TSA exercise. For each year, the tourism GVA by industry is obtained using the proportion obtained in the 2016 TSA. GVA by tourism industries is added to obtain the Tourism  Direct GVA, for each year. For Tourism Direct GDP, the estimates values of additional components are added, using the structure obtained in the 2016 TSA exercise",C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),218,Ecuador,2020,1.1,2020,Ministry of Tourism,"Estimate. Serie 2008-2016  Source: Tourism Satellite Account - Ministry of Tourism
Serie 2017-2020  Source: Ministry of Tourism (estimate data)
Serie 2017-2020: Estimation methology. On the basis of published data in the System of National Account, the economic industries linked to the sector are selected for each year (constant value). From GVA industry is identified the tourism proportion obtained in the TSA exercise. For each year, the tourism GVA by industry is obtained using the proportion obtained in the 2016 TSA. GVA by tourism industries is added to obtain the Tourism  Direct GVA, for each year. For Tourism Direct GDP, the estimates values of additional components are added, using the structure obtained in the 2016 TSA exercise",C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),218,Ecuador,2021,1.2,2021,Ministry of Tourism,"Serie 2008-2016  Source: Tourism Satellite Account - Ministry of Tourism
Serie 2017-2020  Source: Ministry of Tourism (estimate data)
Serie 2017-2020: Estimation methology. On the basis of published data in the System of National Account, the economic industries linked to the sector are selected for each year (constant value). From GVA industry is identified the tourism proportion obtained in the TSA exercise. For each year, the tourism GVA by industry is obtained using the proportion obtained in the 2016 TSA. GVA by tourism industries is added to obtain the Tourism  Direct GVA, for each year. For Tourism Direct GDP, the estimates values of additional components are added, using the structure obtained in the 2016 TSA exercise",C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),818,Egypt,2009,5.6,2009,"Ministry of Finance, Ministry of Tourism, Tourism Satellite Account, via cooperation UNWTO - OECD,",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),818,Egypt,2010,6.3,2010,"Ministry of Finance, Ministry of Tourism, Tourism Satellite Account, via cooperation UNWTO - OECD,",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),818,Egypt,2012,4.8,2012,"Ministry of Finance, Ministry of Tourism, Tourism Satellite Account, via cooperation UNWTO - OECD,",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),818,Egypt,2013,3.9,2013,"Ministry of Finance, Ministry of Tourism, Tourism Satellite Account, via cooperation UNWTO - OECD,",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),818,Egypt,2014,4.3,2014,"Ministry of Finance, Ministry of Tourism, Tourism Satellite Account, via cooperation UNWTO - OECD,",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),222,El Salvador,2014,3.0,2014,CORSATUR: Corporación Salvadoreña de Turismo,  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),222,El Salvador,2015,3.0,2015,CORSATUR: Corporación Salvadoreña de Turismo,  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),222,El Salvador,2016,3.2,2016,CORSATUR: Corporación Salvadoreña de Turismo,  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),222,El Salvador,2017,3.5,2017,CORSATUR: Corporación Salvadoreña de Turismo,  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),222,El Salvador,2018,3.5,2018,CORSATUR: Corporación Salvadoreña de Turismo,  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),233,Estonia,2008,4.2,2008,"Statistics Estonia, Tourism Satellite Account, via cooperation UNWTO - OECD.",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),233,Estonia,2009,4.7,2009,"Statistics Estonia, Tourism Satellite Account, via cooperation UNWTO - OECD.",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),233,Estonia,2010,4.5,2010,"Statistics Estonia, Tourism Satellite Account, via cooperation UNWTO - OECD.",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),233,Estonia,2011,4.4,2011,"Statistics Estonia, Tourism Satellite Account, via cooperation UNWTO - OECD.",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),233,Estonia,2012,4.3,2012,"Statistics Estonia, Tourism Satellite Account, via cooperation UNWTO - OECD.",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),233,Estonia,2013,4.8,2013,"Statistics Estonia, Tourism Satellite Account, via cooperation UNWTO - OECD.",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),233,Estonia,2014,5.5,2014,"Statistics Estonia, Tourism Satellite Account, via cooperation UNWTO - OECD.",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),233,Estonia,2015,5.5,2015,"Statistics Estonia, Tourism Satellite Account, via cooperation UNWTO - OECD.",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),233,Estonia,2016,5.5,2016,"Statistics Estonia, Tourism Satellite Account, via cooperation UNWTO - OECD.",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),233,Estonia,2017,5.4,2017,"Statistics Estonia, Tourism Satellite Account, via cooperation UNWTO - OECD.",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),748,Eswatini,2008,1.4,2008,Eswatini Tourism Authority,The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),748,Eswatini,2009,1.5,2009,Eswatini Tourism Authority,The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),748,Eswatini,2010,1.5,2010,Eswatini Tourism Authority,The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),748,Eswatini,2011,1.2,2011,Eswatini Tourism Authority,The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),748,Eswatini,2012,1.1,2012,Eswatini Tourism Authority,The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),748,Eswatini,2013,1.0,2013,Eswatini Tourism Authority,The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),748,Eswatini,2014,0.9,2014,Eswatini Tourism Authority,The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),748,Eswatini,2015,1.1,2015,Eswatini Tourism Authority,The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),748,Eswatini,2016,0.9,2016,Eswatini Tourism Authority,The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),748,Eswatini,2017,1.3,2017,Eswatini Tourism Authority,The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),748,Eswatini,2018,1.2,2018,Eswatini Tourism Authority,The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),748,Eswatini,2019,1.2,2019,Eswatini Tourism Authority,The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),748,Eswatini,2020,0.7,2020,Eswatini Tourism Authority,The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),748,Eswatini,2021,0.7,2021,Eswatini Tourism Authority,The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),242,Fiji,2008,13.0,2008,Fiji Bureau of Statistics ,The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),242,Fiji,2009,10.2,2009,Fiji Bureau of Statistics ,The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),242,Fiji,2010,11.3,2010,Fiji Bureau of Statistics ,The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),242,Fiji,2011,11.5,2011,Fiji Bureau of Statistics ,The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),242,Fiji,2012,11.5,2012,Fiji Bureau of Statistics ,The data correspond to Tourism GVA (direct) as a percentage of total GVA.,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),242,Fiji,2013,12.1,2013,Fiji Bureau of Statistics ,The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),242,Fiji,2014,13.3,2014,Fiji Bureau of Statistics ,The data correspond to Tourism GVA (direct) as a percentage of total GVA. Revised value.,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),242,Fiji,2015,13.7,2015,Fiji Bureau of Statistics ,The data correspond to Tourism GVA (direct) as a percentage of total GVA. Revised value.,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),242,Fiji,2016,12.6,2016,Fiji Bureau of Statistics ,The data correspond to Tourism GVA (direct) as a percentage of total GVA. Revised value.,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),242,Fiji,2017,13.5,2017,Fiji Bureau of Statistics ,The data correspond to Tourism GVA (direct) as a percentage of total GVA. Revised value.,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),242,Fiji,2018,12.6,2018,Fiji Bureau of Statistics ,The data correspond to Tourism GVA (direct) as a percentage of total GVA. Revised value.,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),242,Fiji,2019,12.6,2019,Fiji Bureau of Statistics ,The data correspond to Tourism GVA (direct) as a percentage of total GVA. Provisional value.,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),246,Finland,2011,2.4,2011,"Statistics Finland, Tourism Satellite Account, via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),246,Finland,2012,2.5,2012,"Statistics Finland, Tourism Satellite Account, via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),246,Finland,2013,2.5,2013,"Statistics Finland, Tourism Satellite Account, via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),246,Finland,2014,2.4,2014,"Statistics Finland, Tourism Satellite Account, via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),246,Finland,2015,2.5,2015,"Statistics Finland, Tourism Satellite Account, via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),246,Finland,2016,2.5,2016,"Statistics Finland, Tourism Satellite Account, via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),246,Finland,2017,2.7,2017,"Statistics Finland, Tourism Satellite Account, via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA. ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),246,Finland,2018,2.7,2018,"Statistics Finland, Tourism Satellite Account, via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA. ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),246,Finland,2019,2.7,2019,"Statistics Finland, Tourism Satellite Account, via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA.,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),246,Finland,2020,1.7,2020,"Statistics Finland, Tourism Satellite Account, via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA. Provisional value.,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),250,France,2019,4.0,2019,Insee  - compte satellite du tourisme 2018 à 2021 – base 2014 – prix courants,Provisional data.,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),250,France,2020,3.2,2020,Insee  - compte satellite du tourisme 2018 à 2021 – base 2014 – prix courants,Provisional data.,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),258,French Polynesia,2018,7.3,2018,Institut d’Emission des Départements d’Outre-Mer,Estimate.,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),258,French Polynesia,2019,7.3,2019,Institut d’Emission des Départements d’Outre-Mer,Estimate.,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),276,Germany,2010,4.2,2010,"Stuyd 'Economic factor toourism' 2017,funded by Federal ministry for Economic Affairs and Energy (Department VIIA4 - Tourism Policy), via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),276,Germany,2015,4.1,2015,"Stuyd 'Economic factor toourism' 2017,funded by Federal ministry for Economic Affairs and Energy (Department VIIA4 - Tourism Policy), via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA. Revised data,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),276,Germany,2016,4.0,2016,"Stuyd 'Economic factor toourism' 2017,funded by Federal ministry for Economic Affairs and Energy (Department VIIA4 - Tourism Policy), via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),276,Germany,2017,4.0,2017,"Stuyd 'Economic factor toourism' 2017,funded by Federal ministry for Economic Affairs and Energy (Department VIIA4 - Tourism Policy), via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),276,Germany,2018,4.0,2018,"Stuyd 'Economic factor toourism' 2017,funded by Federal ministry for Economic Affairs and Energy (Department VIIA4 - Tourism Policy), via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),276,Germany,2019,4.0,2019,"Stuyd 'Economic factor toourism' 2017,funded by Federal ministry for Economic Affairs and Energy (Department VIIA4 - Tourism Policy), via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),300,Greece,2008,5.5,2008,"Hellenic Statistical Authority (EL.STAT), via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA. Only GVA of industries 55-56 of Nace Rev. 2 is compiled. Estimate,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),300,Greece,2009,4.7,2009,"Hellenic Statistical Authority (EL.STAT), via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA. Only GVA of industries 55-56 of Nace Rev. 2 is compiled. Estimate,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),300,Greece,2010,5.1,2010,"Hellenic Statistical Authority (EL.STAT), via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA. Only GVA of industries 55-56 of Nace Rev. 2 is compiled. Estimate,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),300,Greece,2011,4.9,2011,"Hellenic Statistical Authority (EL.STAT), via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA. Only GVA of industries 55-56 of Nace Rev. 2 is compiled. Estimate,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),300,Greece,2012,5.1,2012,"Hellenic Statistical Authority (EL.STAT), via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA. Only GVA of industries 55-56 of Nace Rev. 2 is compiled. Estimate,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),300,Greece,2013,6.0,2013,"Hellenic Statistical Authority (EL.STAT), via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA. Only GVA of industries 55-56 of Nace Rev. 2 is compiled. Estimate,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),300,Greece,2014,6.4,2014,"Hellenic Statistical Authority (EL.STAT), via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA. Only GVA of industries 55-56 of Nace Rev. 2 is compiled. Estimate,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),300,Greece,2015,6.5,2015,"Hellenic Statistical Authority (EL.STAT), via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA. Only GVA of industries 55-56 of Nace Rev. 2 is compiled. Estimate,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),300,Greece,2016,6.1,2016,"Hellenic Statistical Authority (EL.STAT), via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA. Only GVA of industries 55-56 of Nace Rev. 2 is compiled. Estimate,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),300,Greece,2017,6.5,2017,"Hellenic Statistical Authority (EL.STAT), via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA. Only GVA of industries 55-56 of Nace Rev. 2 is compiled. Estimate,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),300,Greece,2018,6.9,2018,"Hellenic Statistical Authority (EL.STAT), via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA. Only GVA of industries 55-56 of Nace Rev. 2 is compiled. Estimate,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),300,Greece,2019,7.3,2019,"Hellenic Statistical Authority (EL.STAT), via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA. Only GVA of industries 55-56 of Nace Rev. 2 is compiled. Estimate,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),300,Greece,2020,4.4,2020,"Hellenic Statistical Authority (EL.STAT), via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA. Only GVA of industries 55-56 of Nace Rev. 2 is compiled. Provisional value.,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),300,Greece,2021,6.0,2021,"Hellenic Statistical Authority (EL.STAT), via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA. Only GVA of industries 55-56 of Nace Rev. 2 is compiled. Provisional value.,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),316,Guam,2010,12.0,2010,"Guam Visitors Bureau, Tourism Satellite Account CY 2010, 2015, 2016, 2019 and 2020",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),316,Guam,2015,11.2,2015,"Guam Visitors Bureau, Tourism Satellite Account CY 2010, 2015, 2016, 2019 and 2020",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),316,Guam,2016,12.1,2016,"Guam Visitors Bureau, Tourism Satellite Account CY 2010, 2015, 2016, 2019 and 2020",  ,C,PERCENT,G,ST_GDP_ZS,
8.9.1,3152,Tourism direct GDP as a proportion of total GDP (%),316,Guam,2019,22.0,2019,"Guam Visitors Bureau, Tourism Satellite Account CY 2010, 2015, 2016, 2019 and 2020",  ,C,PERCENT,G,ST_GDP_ZS,
